index,income_total,income_type,gender,car,reality,child_num,edu_type,family_type,house_type,FLAG_MOBIL,phone_case,email,occyp_type,family_size,begin_month,YEARS_BIRTH,ADD_DAYS_BIRTH,YEARS_EMPLOYED,ADD_DAYS_EMPLOYED,credit
192,265500.0,Working,F,Y,Y,1,Higher education,Married,With parents,1,0,0,Accountants,3.0,-33.0,30,48,6,324,1.0
193,198000.0,Commercial associate,M,N,Y,1,Incomplete higher,Single / not married,House / apartment,1,0,0,Managers,2.0,-18.0,26,159,0,140,0.0
194,121500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-42.0,58,196,unemployed,unemployed,1.0
195,94500.0,Pensioner,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-16.0,61,216,unemployed,unemployed,0.0
196,202500.0,State servant,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,3.0,-24.0,35,135,4,201,2.0
197,225000.0,Working,F,Y,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Cleaning staff,1.0,-27.0,54,99,4,79,2.0
198,450000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-7.0,51,211,1,321,2.0
199,202500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-22.0,62,330,unemployed,unemployed,1.0
200,180000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-36.0,65,9,16,227,1.0
201,270000.0,Working,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,2,0,Managers,4.0,-42.0,49,262,3,6,2.0
202,90000.0,State servant,F,Y,N,1,Secondary / secondary special,Married,Municipal apartment,1,3,0,Medicine staff,3.0,-23.0,38,21,19,145,2.0
203,225000.0,Working,F,N,Y,0,Incomplete higher,Single / not married,House / apartment,1,0,0,Managers,1.0,-9.0,53,193,5,79,0.0
204,202500.0,Working,M,Y,Y,3,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,5.0,-29.0,36,210,5,156,1.0
205,112500.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,2,0,Medicine staff,4.0,-10.0,27,179,5,15,0.0
206,103500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,2.0,-28.0,50,42,1,273,2.0
207,189000.0,Working,M,N,Y,0,Incomplete higher,Single / not married,House / apartment,1,0,0,,1.0,-27.0,27,221,0,248,0.0
208,225000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-29.0,55,70,2,313,2.0
209,675000.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-2.0,39,245,10,68,0.0
210,315000.0,Working,M,Y,Y,1,Secondary / secondary special,Separated,House / apartment,1,0,0,Managers,2.0,-24.0,44,254,2,152,0.0
211,225000.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,-13.0,33,227,0,126,2.0
212,225000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Cleaning staff,1.0,-10.0,57,119,2,320,2.0
213,148500.0,Commercial associate,M,N,Y,0,Higher education,Single / not married,House / apartment,1,1,1,Medicine staff,1.0,-29.0,25,257,5,224,1.0
214,247500.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-36.0,43,224,5,279,1.0
215,139500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,Cooking staff,2.0,-40.0,51,115,0,157,2.0
216,99000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-27.0,42,260,2,160,2.0
217,61875.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-8.0,59,95,unemployed,unemployed,2.0
218,99000.0,Pensioner,F,Y,Y,0,Higher education,Single / not married,House / apartment,1,1,0,,1.0,-43.0,50,102,unemployed,unemployed,2.0
219,292500.0,Commercial associate,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-19.0,57,69,7,167,2.0
220,315000.0,State servant,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-39.0,49,287,31,237,1.0
221,157500.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-17.0,55,180,unemployed,unemployed,1.0
222,135000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,3.0,-49.0,27,257,8,250,1.0
223,90000.0,Pensioner,F,Y,N,0,Lower secondary,Single / not married,House / apartment,1,0,0,,1.0,-4.0,66,108,unemployed,unemployed,0.0
224,135000.0,Working,M,Y,N,1,Higher education,Married,House / apartment,1,0,0,Laborers,3.0,-2.0,35,7,2,348,0.0
225,234000.0,Working,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-15.0,32,290,4,288,1.0
226,202500.0,Commercial associate,F,Y,Y,0,Incomplete higher,Married,House / apartment,1,3,1,Accountants,2.0,-32.0,43,117,11,216,0.0
227,76500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,,2.0,-42.0,47,246,3,251,0.0
228,180000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-6.0,39,86,4,77,1.0
229,72000.0,Working,F,N,N,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-60.0,26,177,3,243,1.0
230,360000.0,Working,F,Y,N,0,Higher education,Married,House / apartment,1,3,0,Accountants,2.0,-4.0,35,70,6,106,1.0
231,90000.0,Pensioner,F,N,N,0,Secondary / secondary special,Widow,House / apartment,1,1,0,,1.0,-41.0,59,153,unemployed,unemployed,2.0
232,144000.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Core staff,1.0,-42.0,46,108,20,10,2.0
233,315000.0,Commercial associate,F,Y,N,0,Higher education,Married,House / apartment,1,1,0,Accountants,2.0,-49.0,53,150,4,218,2.0
234,135000.0,State servant,F,N,N,1,Higher education,Married,House / apartment,1,2,0,Managers,3.0,-22.0,25,329,2,292,2.0
235,76500.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-24.0,56,152,unemployed,unemployed,0.0
236,144000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-9.0,54,240,unemployed,unemployed,2.0
237,225000.0,State servant,F,N,N,1,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,Managers,3.0,-8.0,48,96,19,254,0.0
238,225000.0,Commercial associate,M,Y,N,0,Higher education,Civil marriage,House / apartment,1,0,1,Managers,2.0,-23.0,36,208,0,170,0.0
239,112500.0,Working,F,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,1,,1.0,-13.0,32,19,2,188,2.0
240,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-4.0,41,291,12,111,0.0
241,234000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,3.0,-33.0,31,196,9,326,1.0
242,315000.0,Commercial associate,M,N,N,1,Higher education,Married,House / apartment,1,1,0,,3.0,-15.0,50,71,0,110,2.0
243,180000.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1.0,-40.0,39,44,8,19,2.0
244,135000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,3,0,Managers,2.0,-10.0,32,66,1,36,2.0
245,135000.0,Commercial associate,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,4.0,-16.0,42,32,2,167,2.0
246,76500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,,1.0,-14.0,64,74,unemployed,unemployed,1.0
247,247500.0,State servant,F,N,Y,0,Higher education,Widow,House / apartment,1,0,0,,1.0,-33.0,54,245,16,360,1.0
248,315000.0,Commercial associate,M,N,Y,0,Higher education,Single / not married,House / apartment,1,0,1,Laborers,1.0,-38.0,28,279,1,180,2.0
249,135000.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,3,0,,4.0,-60.0,38,286,6,5,2.0
250,144000.0,Commercial associate,F,Y,N,0,Higher education,Married,House / apartment,1,0,0,,2.0,-57.0,46,40,9,173,1.0
251,157500.0,State servant,F,N,N,0,Higher education,Married,House / apartment,1,3,0,Core staff,2.0,-7.0,31,273,2,71,0.0
252,157500.0,Working,F,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-54.0,56,98,10,317,1.0
253,225000.0,Commercial associate,M,N,N,0,Higher education,Married,With parents,1,2,0,Managers,2.0,-37.0,35,246,13,337,2.0
254,315000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Drivers,2.0,-24.0,50,85,7,241,2.0
255,99000.0,State servant,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,1,1,Cleaning staff,4.0,-38.0,39,125,12,280,2.0
256,180000.0,Working,M,Y,N,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,High skill tech staff,1.0,-1.0,27,316,4,352,0.0
257,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-48.0,57,260,unemployed,unemployed,0.0
258,144000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-4.0,59,298,unemployed,unemployed,1.0
259,270000.0,Working,M,Y,Y,1,Higher education,Married,House / apartment,1,0,0,Laborers,3.0,-14.0,56,299,0,117,2.0
260,141750.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,,2.0,-21.0,55,270,unemployed,unemployed,2.0
261,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-17.0,63,125,unemployed,unemployed,1.0
262,450000.0,State servant,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-56.0,54,94,3,66,2.0
263,112500.0,Pensioner,F,Y,Y,2,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,3.0,-36.0,59,263,unemployed,unemployed,1.0
264,225000.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,3,0,Managers,2.0,-24.0,44,142,8,19,1.0
265,157500.0,Working,M,Y,N,2,Secondary / secondary special,Separated,With parents,1,0,0,Laborers,3.0,-40.0,38,109,4,166,2.0
266,90000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,1,,3.0,-44.0,48,344,19,135,2.0
267,157500.0,Commercial associate,F,Y,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-29.0,33,264,5,137,2.0
268,135000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,0,0,,3.0,-14.0,33,26,1,356,0.0
269,256500.0,Commercial associate,F,N,Y,0,Higher education,Separated,House / apartment,1,0,0,Managers,1.0,-34.0,53,259,2,240,0.0
270,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-24.0,65,49,unemployed,unemployed,2.0
271,225000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,1,0,,1.0,-4.0,57,173,unemployed,unemployed,1.0
272,112500.0,Working,F,Y,N,0,Secondary / secondary special,Married,Municipal apartment,1,1,0,Sales staff,2.0,-16.0,47,217,2,248,2.0
273,99000.0,Pensioner,F,N,Y,0,Higher education,Separated,House / apartment,1,0,0,,1.0,-5.0,67,156,unemployed,unemployed,2.0
274,328500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-25.0,57,135,unemployed,unemployed,0.0
275,450000.0,Working,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,High skill tech staff,1.0,-42.0,43,265,9,289,2.0
276,90000.0,Working,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,1,0,,3.0,-21.0,44,58,5,134,2.0
277,135000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,2.0,-30.0,51,271,6,333,0.0
278,76500.0,Pensioner,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,,3.0,-26.0,56,2,unemployed,unemployed,2.0
279,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-33.0,51,168,1,10,1.0
280,90000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,-3.0,22,348,1,5,1.0
281,180000.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,1,0,Drivers,2.0,-33.0,42,224,6,226,1.0
282,189000.0,Working,F,N,N,2,Secondary / secondary special,Separated,Municipal apartment,1,0,0,,3.0,-13.0,27,245,1,231,0.0
283,135000.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Medicine staff,2.0,-11.0,42,319,23,17,2.0
284,81000.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Core staff,2.0,-13.0,36,30,2,33,0.0
285,225000.0,State servant,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-13.0,33,349,1,16,2.0
286,270000.0,Working,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Accountants,1.0,-9.0,63,11,1,148,2.0
287,67500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-18.0,27,53,5,243,1.0
288,180000.0,Working,M,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1.0,-48.0,37,190,2,322,0.0
289,90000.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,2.0,-7.0,40,267,1,110,1.0
290,202500.0,Working,F,Y,N,0,Higher education,Married,House / apartment,1,0,0,,2.0,-13.0,37,144,3,167,1.0
291,94500.0,Pensioner,F,N,N,0,Higher education,Married,House / apartment,1,1,0,,2.0,-40.0,58,203,unemployed,unemployed,0.0
292,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,0.0,62,297,unemployed,unemployed,0.0
293,180000.0,Commercial associate,F,Y,Y,0,Higher education,Married,House / apartment,1,3,0,,2.0,-33.0,35,178,0,306,1.0
294,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-43.0,56,96,unemployed,unemployed,1.0
295,112500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,3.0,-6.0,39,49,11,252,1.0
296,180000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-49.0,31,27,6,199,2.0
297,112500.0,Commercial associate,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,4.0,-47.0,33,144,0,309,2.0
298,135000.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,-51.0,37,265,11,354,2.0
299,103500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-7.0,50,293,3,258,2.0
300,252000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,-29.0,59,128,21,350,2.0
301,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-36.0,45,75,0,226,1.0
302,126000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,Municipal apartment,1,3,0,Sales staff,2.0,-26.0,37,153,17,178,2.0
303,103500.0,Commercial associate,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,Cleaning staff,2.0,-5.0,51,211,2,107,1.0
304,225000.0,Working,M,Y,Y,1,Higher education,Separated,House / apartment,1,0,0,Managers,2.0,-17.0,46,4,9,40,2.0
305,270000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-40.0,65,43,unemployed,unemployed,1.0
306,202500.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,2.0,-31.0,52,338,2,188,2.0
307,270000.0,Working,F,Y,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-25.0,47,327,6,74,2.0
308,157500.0,Commercial associate,F,Y,N,2,Higher education,Married,House / apartment,1,0,0,,4.0,-27.0,36,348,10,73,2.0
309,76500.0,Working,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,Sales staff,3.0,-8.0,27,225,2,5,1.0
310,114750.0,Working,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,3,0,Security staff,1.0,-26.0,55,250,11,198,0.0
311,135000.0,Working,M,N,N,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,1.0,-16.0,38,248,8,254,2.0
312,76500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,3,0,Sales staff,1.0,-2.0,55,70,32,227,1.0
313,225000.0,Commercial associate,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,-16.0,47,162,0,285,1.0
314,112500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,-47.0,34,265,5,353,0.0
315,238500.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Medicine staff,2.0,-12.0,41,238,19,160,1.0
316,202500.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-35.0,64,30,unemployed,unemployed,0.0
317,225000.0,State servant,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,1,Medicine staff,3.0,-39.0,37,144,4,17,2.0
318,225000.0,Working,M,Y,N,0,Higher education,Married,House / apartment,1,1,0,,2.0,-13.0,32,240,2,256,0.0
319,157500.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Low-skill Laborers,3.0,-21.0,42,136,6,79,2.0
320,189000.0,Working,M,Y,Y,1,Incomplete higher,Married,House / apartment,1,1,0,,3.0,-11.0,41,322,6,311,1.0
321,450000.0,Commercial associate,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Medicine staff,2.0,-22.0,50,112,5,316,2.0
322,202500.0,Working,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,3,0,Medicine staff,4.0,-14.0,43,97,17,32,2.0
323,180000.0,Working,M,Y,N,1,Higher education,Single / not married,House / apartment,1,1,0,Managers,2.0,-13.0,40,283,17,16,2.0
324,135000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,With parents,1,0,0,Core staff,2.0,-28.0,44,211,8,191,0.0
325,180000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,-5.0,51,152,5,17,1.0
326,157500.0,Commercial associate,F,Y,Y,2,Higher education,Married,House / apartment,1,0,0,Managers,4.0,-1.0,43,106,1,211,0.0
327,180000.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-4.0,22,104,1,292,1.0
328,112500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,Medicine staff,2.0,-39.0,34,28,2,17,0.0
329,405000.0,State servant,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,4.0,-13.0,50,209,11,130,1.0
330,135000.0,Working,M,Y,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Drivers,1.0,-43.0,50,279,3,109,0.0
331,202500.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-16.0,24,360,4,233,0.0
332,405000.0,Commercial associate,F,N,Y,1,Higher education,Widow,House / apartment,1,2,0,Accountants,2.0,-5.0,36,101,5,149,0.0
333,157500.0,Working,F,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-55.0,56,98,10,317,1.0
334,112500.0,Working,F,N,Y,0,Higher education,Married,With parents,1,0,0,Core staff,2.0,-5.0,25,185,2,95,1.0
335,175500.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-42.0,49,168,8,221,1.0
336,225000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-1.0,36,271,0,185,0.0
337,144000.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,,2.0,-3.0,63,115,unemployed,unemployed,1.0
338,315000.0,Working,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,1.0,-21.0,41,291,9,6,2.0
339,180000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Managers,1.0,-44.0,30,356,5,38,0.0
340,90000.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,-11.0,24,326,2,4,1.0
341,225000.0,State servant,M,Y,N,0,Higher education,Married,Co-op apartment,1,1,0,Managers,2.0,-47.0,39,301,9,130,0.0
342,405000.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-14.0,47,310,20,327,0.0
343,135000.0,Working,M,Y,Y,0,Lower secondary,Married,With parents,1,0,1,Laborers,2.0,-8.0,27,126,5,41,1.0
344,67500.0,Working,F,N,N,0,Secondary / secondary special,Married,With parents,1,3,0,Medicine staff,2.0,-52.0,42,345,23,296,2.0
